"","word","no_rows"
"1432","als",121
"1433","alsoshowed",1
"1434","alsp",1
"1435","alston",14
"1436","alsways",1
"1437","alt",29
"1438","alta",3
"1439","altament",1
"1440","altamente",16
"1441","altan",1
"1442","altas",2
"1443","altbau",2
"1444","altbauwohnung",1
"1445","alte",1
"1446","alten",11
"1447","alter",6
"1448","alteration",2
"1449","altercations",1
"1450","altered",2
"1451","altering",1
"1452","alternate",20
"1453","alternated",2
"1454","alternativ",1
"1455","alternativa",3
"1456","alternative",208
"1457","alternatively",9
"1458","alternatives",22
"1459","alternativquartier",1
"1460","alterntv",1
"1461","alters",1
"1462","altes",5
"1463","althea",69
"1464","althea's",15
"1465","altho",2
"1466","althogh",2
"1467","althought",3
"1468","altid",1
"1469","altijd",2
"1470","alto",10
"1471","altogether",39
"1472","altough",6
"1473","altra",2
"1474","altre",2
"1475","altrettanti",1
"1476","altrettanto",1
"1477","altri",7
"1478","altro",4
"1479","altrove",1
"1480","altruismo",1
"1481","altstadt",2
"1482","altura",3
"1483","alturas",1
"1484","alueable",1
"1485","alueella",1
"1486","alueelle",1
"1487","alugamos",1
"1488","alugaria",1
"1489","aluguei",1
"1490","aluguel",1
"1491","alum",1
"1492","aluminum",7
"1493","alumni",4
"1494","alva",1
"1495","alvah",3
"1496","alverson",42
"1497","alverson's",1
"1498","alveston",1
"1499","alway",8
"1500","alwayse",1
"1501","aly's",1
"1502","alyshia's",1
"1503","ama",2
"1504","amaaaaazing",1
"1505","amaaaazing",1
"1506","amabilidad",12
"1507","amabilite",1
"1508","amable",119
"1509","amables",50
"1510","amaculate",1
"1511","amaicing",1
"1512","amaizing",1
"1513","amaja",1
"1514","amamos",2
"1515","amanda",38
"1516","amanda's",15
"1517","amantes",1
"1518","amara",5
"1519","amarathon",1
"1520","amasing",1
"1521","amasingly",1
"1522","amassada",1
"1523","amateur",1
"1524","amateurishly",1
"1525","amateurs",5
"1526","amaying",1
"1527","amaze",2
"1528","amazed",56
"1529","amazement",1
"1530","amazes",1
"1531","amazi",1
"1532","amazig",1
"1533","amazimg",1
"1534","amazin",1
"1535","amazinf",1
"1536","amazing",8957
"1537","amazingggg",1
"1538","amazingly",245
"1539","amazng",1
"1540","amazon",67
"1541","amazone",1
"1542","amazoned",1
"1543","amb",11
"1544","ambas",2
"1545","ambasador",1
"1546","ambassador",7
"1547","ambassadors",4
"1548","ambassadrices",1
"1549","amber",4
"1550","ambiance",60
"1551","ambience",29
"1552","ambient",24
"1553","ambientado",1
"1554","ambiente",34
"1555","ambientes",7
"1556","ambiguity",1
"1557","ambiguous",1
"1558","ambindung",1
"1559","ambition",1
"1560","ambitious",2
"1561","amble",1
"1562","ambles",1
"1563","ambos",2
"1564","ambulance",10
"1565","ambulances",14
"1566","ambulatorily",1
"1567","ambulatory",3
"1568","amc",5
"1569","amd",19
"1570","ame",1
"1571","amei",5
"1572","amen",2
"1573","amenable",19
"1574","amenas",1
"1575","amenatized",1
"1576","amend",3
"1577","amendable",1
"1578","amende",1
"1579","amended",1
"1580","amendes",2
"1581","amendities",2
"1582","amendment",3
"1583","amendments",1
"1584","amends",1
"1585","ameneities",1
"1586","amener",1
"1587","ameneties",5
"1588","amenez",1
"1589","amenidades",2
"1590","amenitie",2
"1591","amenities",4909
"1592","amenitites",2
"1593","amenitities",1
"1594","amenitized",1
"1595","amenity",209
"1596","amennities",1
"1597","amenties",10
"1598","amentifies",1
"1599","amentities",11
"1600","amentity",1
"1601","america",42
"1602","america's",5
"1603","american",119
"1604","americana",7
"1605","americanness",1
"1606","americano",6
"1607","americanos",1
"1608","americans",2
"1609","americn",1
"1610","amerika",4
"1611","amerikaans",2
"1612","amerikai",1
"1613","amerikaner",1
"1614","amerikanern",1
"1615","amerikanische",1
"1616","amerikanischen",1
"1617","amerikcan",1
"1618","ametities",1
"1619","amezing",2
"1620","amfitriones",1
"1621","ami",7
"1622","amiability",1
"1623","amiable",16
"1624","amiably",1
"1625","amic",1
"1626","amica",1
"1627","amicable",10
"1628","amicably",1
"1629","amicale",2
"1630","amicalemet",1
"1631","amicaux",1
"1632","amichevolmente",1
"1633","amici",7
"1634","amico",1
"1635","amics",1
"1636","amid",8
"1637","amidst",18
"1638","amie",5
"1639","amies",2
"1640","amiga",2
"1641","amigable",8
"1642","amigables",3
"1643","amigas",1
"1644","amigaveis",1
"1645","amigavel",1
"1646","amigo",4
"1647","amigos",14
"1648","aminity",1
"1649","amis",17
"1650","amiss",2
"1651","amistosas",1
"1652","amistosos",1
"1653","amities",1
"1654","amitieux",1
"1655","ammeities",1
"1656","ammend",1
"1657","ammeneties",2
"1658","ammenidies",1
"1659","ammenities",27
"1660","ammenitites",2
"1661","ammenity",3
"1662","ammenties",3
"1663","ammentities",2
"1664","ammeties",1
"1665","amminaties",1
"1666","amnenities",1
"1667","amnesties",1
"1668","amneties",1
"1669","amo",1
"1670","amoblada",1
"1671","amoblado",1
"1672","amont",3
"1673","amor",3
"1674","amorino",1
"1675","amortize",1
"1676","amory",2
"1677","amoungst",1
"1678","amount",437
"1679","amounts",17
"1680","amour",2
"1681","amoureuse",2
"1682","amoureux",2
"1683","amphitrions",1
"1684","ampi",2
"1685","ampia",2
"1686","ampie",1
"1687","ampiezza",1
"1688","ampio",3
"1689","amplas",1
"1690","ample",423
"1691","amplement",1
"1692","amplia",37
"1693","ampliamente",17
"1694","ampliar",1
"1695","amplias",6
"1696","amplified",5
"1697","amplifier",1
"1698","amplifies",1
"1699","amplifying",1
"1700","amplio",55
"1701","amplios",5
"1702","amplo",6
"1703","amplos",1
"1704","amply",4
"1705","ams",1
"1706","amsterdamesque",1
"1707","amtrac",1
"1708","amtrack",2
"1709","amtrak",75
"1710","amtrak's",1
"1711","amueblado",3
"1712","amusant",1
"1713","amused",1
"1714","amusement",1
"1715","amusements",1
"1716","amusing",6
"1717","amy",32
"1718","amy's",10
"1719","amzing",4
"1720","an's",2
"1721","ana",24
"1722","ana's",5
"1723","anais",26
"1724","anais's",3
"1725","analia",1
"1726","analog",1
"1727","anand",35
"1728","anand's",6
"1729","anands",2
"1730","anar",1
"1731","anastasia",10
"1732","anastasio",1
"1733","anatomical",1
"1734","anb",1
"1735","anbefale",8
"1736","anbefaler",1
"1737","anbefales",6
"1738","anbefalinger",2
"1739","anbindung",50
"1740","anbs",1
"1741","anche",61
"1742","anchor",2
"1743","anchors",1
"1744","anchovies",5
"1745","anchovy's",1
"1746","anchristmas",1
"1747","ancien",5
"1748","ancienne",6
"1749","anciennes",1
"1750","anciens",3
"1751","ancient",7
"1752","ancious",1
"1753","ancor",1
"1754","ancora",5
"1755","anda",2
"1756","andagain",1
"1757","andando",37
"1758","andar",13
"1759","andare",9
"1760","andares",2
"1761","andas",2
"1762","andateci",1
"1763","andato",1
"1764","andbathroom",1
"1765","andclise",1
"1766","andee",1
"1767","anden",3
"1768","ander",4
"1769","andere",16
"1770","anderem",2
"1771","anderen",24
"1772","anderes",1
"1773","anders",2
"1774","anderson",5
"1775","andeverything",1
"1776","andhelpful",1
"1777","andi",1
"1778","andis",1
"1779","andit",1
"1780","andlocos",1
"1781","andnfor",1
"1782","andra",3
"1783","andrade",1
"1784","andre",53
"1785","andre's",5
"1786","andrea",264
"1787","andrea's",31
"1788","andreas",10
"1789","andreas's",1
"1790","andree",78
"1791","andree's",32
"1792","andreea",8
"1793","andrei",50
"1794","andrei's",14
"1795","andreina",2
"1796","andres",21
"1797","andretti",10
"1798","andretti's",4
"1799","andrew",601
"1800","andrew's",107
"1801","andrews",35
"1802","andrey",82
"1803","andrey's",5
"1804","andreys",1
"1805","andria's",1
"1806","android",2
"1807","ands",2
"1808","andsee",1
"1809","andt",1
"1810","andwho",1
"1811","andy",161
"1812","andy's",56
"1813","andys",1
"1814","anemeties",1
"1815","anemically",1
"1816","anemities",2
"1817","anemnities",1
"1818","anenities",1
"1819","anerkannter",1
"1820","anett",1
"1821","anew",1
"1822","anexa",1
"1823","anf",2
"1824","anfahrt",3
"1825","anfahrtsbeschreibung",1
"1826","anfallen",1
"1827","anfang",5
"1828","anfangs",1
"1829","anfassen",1
"1830","anfitrian",1
"1831","anfitrion",11
"1832","anfitriona",66
"1833","anfitrionas",2
"1834","anfitriones",58
"1835","anfitrions",1
"1836","anfrage",2
"1837","anfragen",4
"1838","angaben",8
"1839","angain",1
"1840","angebot",4
"1841","angeboten",6
"1842","angebotene",1
"1843","angebracht",1
"1844","angebunden",5
"1845","angedachten",1
"1846","angedeutet",1
"1847","angefangen",1
"1848","angegeben",6
"1849","angegebenen",1
"1850","angehen",1
"1851","angeht",1
"1852","angekommen",8
"1853","angel",4
"1854","angela",22
"1855","angela's",41
"1856","angelas",2
"1857","angeles",1
"1858","angelia",2
"1859","angelica",10
"1860","angelica's",2
"1861","angelina",82
"1862","angelina's",21
"1863","angelinas",1
"1864","angeline",7
"1865","angeline's",2
"1866","angell",4
"1867","angels",5
"1868","angemerkt",1
"1869","angemessen",2
"1870","angenehm",40
"1871","angenehme",11
"1872","angenehmen",10
"1873","angenehmer",12
"1874","angenehmes",2
"1875","angepasst",1
"1876","angered",1
"1877","angereist",1
"1878","angesagten",1
"1879","angesehen",1
"1880","angetreten",1
"1881","angetroffen",4
"1882","angewiesen",2
"1883","angie",3
"1884","angie's",1
"1885","anglais",6
"1886","angle",11
"1887","angled",8
"1888","angles",3
"1889","angleterre",5
"1890","anglophones",2
"1891","angolo",1
"1892","angostas",1
"1893","angrenzenden",2
"1894","angriff",1
"1895","angry",7
"1896","angst",1
"1897","angular",1
"1898","angus",13
"1899","anhieb",2
"1900","ani",1
"1901","anibal",7
"1902","animada",1
"1903","animado",2
"1904","animais",1
"1905","animal",18
"1906","animales",1
"1907","animals",23
"1908","animated",2
"1909","animaux",1
"1910","anime",5
"1911","animee",1
"1912","animenities",1
"1913","anita",2
"1914","anithing",1
"1915","ankam",1
"1916","ankamen",3
"1917","ankle",12
"1918","ankles",3
"1919","ankom",3
"1920","ankommen",3
"1921","ankommt",1
"1922","ankomst",3
"1923","ankunft",25
"1924","ankunftstag",1
"1925","ankunftszeit",3
"1926","ankunftszeiten",1
"1927","anlaufstelle",1
"1928","anledning",1
"1929","anliegen",2
"1930","anllnour",1
"1931","anly",1
"1932","anmerken",1
"1933","anmerkung",1
"1934","anmutend",1
"1935","ann",239
"1936","ann's",68
"1937","anna",88
"1938","anna's",48
"1939","annalise",1
"1940","annan",1
"1941","annas",1
"1942","anne",393
"1943","anne's",58
"1944","annehmlichkeiten",1
"1945","annelies",2
"1946","annes",1
"1947","annet",1
"1948","annette",1
"1949","annex",1
"1950","anni",1
"1951","annie",5
"1952","annies",1
"1953","annika",1
"1954","annime",1
"1955","anniversary",62
"1956","annnnd",1
"1957","anno",1
"1958","annonce",2
"1959","annonsen",1
"1960","annorlunda",1
"1961","announce",3
"1962","announced",8
"1963","announcement",2
"1964","announcements",1
"1965","annoy",2
"1966","annoyance",9
"1967","annoyances",4
"1968","annoyed",10
"1969","annoying",117
"1970","annoyingly",3
"1971","anns",3
"1972","annual",19
"1973","annually",2
"1974","annuncio",1
"1975","ano",2
"1976","anomaly",1
"1977","anonyme",1
"1978","anonymity",2
"1979","anonymous",5
"1980","anothet",1
"1981","anothony's",1
"1982","anouch'ella",1
"1983","anough",1
"1984","anout",2
"1985","anreise",14
"1986","anreiseproblemen",1
"1987","anreisetag",1
"1988","anreist",1
"1989","ans",35
"1990","ansaittu",1
"1991","anschauen",1
"1992","anschluss",2
"1993","ansehen",1
"1994","ansehnlich",1
"1995","ansonsten",15
"1996","ansprechbar",5
"1997","ansprechend",5
"1998","ansprechende",1
"1999","ansprechenden",1
"2000","ansprechpartner",3
"2001","ansprechpartnerin",1
"2002","anstatt",1
"2003","ansteigenden",1
"2004","ansteuern",1
"2005","anstrengend",1
"2006","answed",1
"2007","answeeds",1
"2008","answer",1009
"2009","answerd",2
"2010","answered",1182
"2011","answeres",1
"2012","answering",357
"2013","answers",209
"2014","ant",9
"2015","antanio",1
"2016","antar",1
"2017","ante",6
"2018","antecipadamente",1
"2019","antecipado",2
"2020","antemano",2
"2021","antenna",6
"2022","antennae",2
"2023","anterior",2
"2024","anteriores",3
"2025","anterioridad",1
"2026","antes",30
"2027","anthem",1
"2028","anthon's",1
"2029","anthoney",1
"2030","anthony",633
"2031","anthony's",239
"2032","anthonys",6
"2033","anthropologically",1
"2034","anthropologie",1
"2035","anti",5
"2036","antibiotic",1
"2037","anticiparle",1
"2038","anticipate",16
"2039","anticipated",165
"2040","anticipates",3
"2041","anticipating",11
"2042","anticipation",4
"2043","antico",1
"2044","antics",2
"2045","antiga",1
"2046","antigo",2
"2047","antigua",1
"2048","antiguas",1
"2049","antiguinho",1
"2050","antiguo",8
"2051","antione",1
"2052","antionette",1
"2053","antipasti",1
"2054","antipate",1
"2055","antipathy",1
"2056","antiquary",1
"2057","antique",55
"2058","antiques",37
"2059","antiquey",1
"2060","antiquity",1
"2061","antiseptic",1
"2062","antisocial",1
"2063","antithesis",1
"2064","antler",1
"2065","antoin",1
"2066","antoine",53
"2067","antoine's",18
"2068","antoinette",46
"2069","antoinne",9
"2070","antoinne's",1
"2071","antoinnette",1
"2072","anton",6
"2073","antoni",1
"2074","antonie",1
"2075","antonio",11
"2076","antonio's",5
"2077","antonios",2
"2078","antony",5
"2079","ants",25
"2080","antsy",1
"2081","antwoord",2
"2082","antwort",7
"2083","antworten",10
"2084","antwortender",1
"2085","antwortet",8
"2086","antwortete",7
"2087","antworteten",1
"2088","antwortzeit",1
"2089","antyime",1
"2090","anuncia",1
"2091","anunciaba",1
"2092","anunciado",7
"2093","anunciados",1
"2094","anuncio",30
"2095","anvende",1
"2096","anweisungen",1
"2097","anwesend",1
"2098","anwohner",1
"2099","anwohnerausweis",1
"2100","anwser",2
"2101","anwsering",1
"2102","anwsers",1
"2103","anxieties",2
"2104","anxiety",13
"2105","anxious",15
"2106","anxiousness",1
"2107","anya",26
"2108","anya's",2
"2109","anymore",43
"2110","anyone's",18
"2111","anyones",3
"2112","anyplace",8
"2113","anytbinf",1
"2114","anytime",352
"2115","anyuone",1
"2116","anywahere",1
"2117","anzahl",1
"2118","anzeige",1
"2119","anziehen",1
"2120","anzuschauen",1
"2121","anzusehen",2
"2122","ao",48
"2123","aoartment",1
"2124","aok",1
"2125","aopartment",1
"2126","aos",6
"2127","aound",1
"2128","ap",7
"2129","apa",1
"2130","apace",1
"2131","apacible",1
"2132","apagaba",1
"2133","apagadas",1
"2134","apaisant",1
"2135","apaisante",1
"2136","apanhar",1
"2137","apapartment",1
"2138","aparato",2
"2139","aparatos",1
"2140","aparcamiento",7
"2141","aparcar",5
"2142","aparcarlo",1
"2143","aparece",19
"2144","apareciendo",1
"2145","aparelhos",1
"2146","aparentemente",2
"2147","aparmenr",1
"2148","aparment",17
"2149","aparments",1
"2150","aparrment",1
"2151","apartada",3
"2152","apartado",2
"2153","apartamante",1
"2154","apartament",37
"2155","apartamento",422
"2156","apartamentos",3
"2157","apartaments",1
"2158","apartamentu",1
"2159","aparte",11
"2160","apartement",50
"2161","apartements",1
"2162","apartemt",1
"2163","apartman",2
"2164","apartmanent",1
"2165","apartmant",1
"2166","apartmemt",2
"2167","apartmend",1
"2168","apartmenr",1
"2169","apartment",40184
"2170","apartment's",60
"2171","apartmente",1
"2172","apartmentette",1
"2173","apartmento",3
"2174","apartments",439
"2175","apartmentwas",1
"2176","apartmeny",1
"2177","apartmernt",1
"2178","apartmet",3
"2179","apartmnet",1
"2180","apartnent",1
"2181","apelativo",1
"2182","apenado",1
"2183","apenas",20
"2184","aperitif",1
"2185","aperitivos",1
"2186","apero",1
"2187","aperta",1
"2188","apertado",2
"2189","apertizer",1
"2190","apertura",2
"2191","apesar",10
"2192","apex",1
"2193","aplausos",1
"2194","aplenty",8
"2195","apliances",1
"2196","aplicar",1
"2197","aplicativo",1
"2198","aplomb",1
"2199","apmnt",1
"2200","apmt",1
"2201","apointment",1
"2202","apologetic",35
"2203","apologetically",2
"2204","apologies",3
"2205","apologised",2
"2206","apologize",16
"2207","apologized",33
"2208","apologizes",1
"2209","apologizing",5
"2210","apology",17
"2211","apon",1
"2212","apos",1
"2213","apotheke",1
"2214","apoya",2
"2215","apoyar",1
"2216","app",286
"2217","apparaat",1
"2218","apparatene",1
"2219","apparatuur",1
"2220","appareils",2
"2221","apparel",2
"2222","apparement",6
"2223","apparemment",3
"2224","apparent",36
"2225","apparente",1
"2226","apparentent",1
"2227","apparently",80
"2228","apparentment",1
"2229","apparment",11
"2230","appart",16
"2231","appartament",4
"2232","appartamenti",1
"2233","appartamento",56
"2234","appartement",952
"2235","appartements",4
"2236","appartemment",1
"2237","appartemt",1
"2238","appartenent",1
"2239","appartent",1
"2240","appartento",1
"2241","apparthotel",1
"2242","appartient",1
"2243","appartmemt",1
"2244","appartment",837
"2245","appartment's",1
"2246","appartments",4
"2247","appartmet",1
"2248","appartrment",1
"2249","apparu",1
"2250","apparue",1
"2251","appatment",1
"2252","appe",1
"2253","appeal",22
"2254","appealed",2
"2255","appealing",29
"2256","appearance",19
"2257","appearances",3
"2258","appeared",123
"2259","appearing",4
"2260","appears",194
"2261","appease",1
"2262","appeciated",1
"2263","appel",1
"2264","appeler",1
"2265","appels",1
"2266","appena",2
"2267","apper",1
"2268","appese",1
"2269","appesi",1
"2270","appetite",4
"2271","appetitlich",1
"2272","appetizer",1
"2273","appetizers",2
"2274","appetizing",2
"2275","appionted",1
"2276","applause",1
"2277","apple",117
"2278","applebee's",1
"2279","apples",28
"2280","appleton",12
"2281","appleton's",3
"2282","appletv",9
"2283","appliance",25
"2284","applianced",3
"2285","appliances",693
