"","id","sentiment","description","host_is_superhost","host_total_listings_count","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","cleaning_fee","has_availability","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location"
"2757",22391236,2.22222222222222,"A small studio with Free WIFI, parking and Hot breakfast just 1,5 miles from Downtown and Convention, 6 mins walk to Andrew Red Line T station. 2 mins walk from South Bay Shopping Plaza (Starbucks, TJ Max, Marshals, grocery store Stop & Shop, Target, Best Buy and other stores). AMC brand new movie theatre, restaurants (Panera Bread, Olive Garden, Apple Bee's, Chipotle). It will take you not more than 20 minutes to get to Harvard Square (Cambridge) and Logan Airport. NOTE: no oven in the room. Enjoy our complimentary hot buffet breakfast and free tea and coffee during all day long. Out suite is a part of a hotel complex which has shuttle to the airport and Boston Convention Center. FREE ONSITE PARKING is a huge benefit! Business Center &Gym Upon arrival either me or my assistant will meet you at front desk and check you in. Close to Seaport, Downtown and public transportation is within a walking distance! Great for businessmen or a couple!","t",2,"Dorchester",42.32623071,-71.06053789,"Hotel","Private room",3,1,1,1,149,30,"t",65,97,10,10,10,10,9
"2758",22435979,1.81739130434783,"Hip and spacious 1 bedroom condo in the quiet charming South End neighborhood. Access to shared rooftop deck, fully equipped kitchen and bathroom, walk-in closet, and in-unit washer/dryer are just a few of the amenities sure to make your stay in this apartment a dream. You will have the condo to yourself but someone will always be available if you have questions or need assistance. The South End is a historical and quaint neighborhood bordered by Back Bay, Roxbury, and Chinatown. Distinguished by its high concentration of Victorian row houses, public parks, and first-rate restaurants, the South End has long been a cultural hub for the rest of the city. Free on-street parking is available on Shawmut Avenue for guests with a car, no resident sticker necessary. Though space is limited, it is not difficult to find a spot where a car can be parked for days at a time. For garages, Boston University Medical Center has a number of moderately-priced parking structures along with the Stanhope an","f",1,"South End",42.33942528,-71.07451445,"Apartment","Entire home/apt",4,1,1,2,115,0,"t",32,90,9,9,9,9,10
"2759",22438142,2.52,"Charming 1BR/1BA - great location with walking distance to restaurants and shops as well as T.","f",1,"Beacon Hill",42.36007892,-71.06918328,"Apartment","Entire home/apt",2,1,1,1,80,20,"t",15,91,9,9,10,10,10
"2760",22446048,-0.25,"We invite you to stay in our spacious and conveniently located second-floor apartment with 4 private rooms.  This space is ideal for a group of travelers or locals who want to stay together anywhere from 2 days or 2 months.  Steps away from many pubs, concert venues, convenience stores, shops, and tons of great restaurants. Easy check-in, laundry in basement, and wireless internet in a beautiful Allston Brownstone. This is a great value for a great location. Fresh linens & bedding are provided 100% of the profits that we earn from your stay will go to fund the College for Social Innovation. We are a Boston-based non-profit dedicated to providing undergraduate students with meaningful internships in the social sector. Guests have access to all common areas. The kitchen, living room, outdoor patio, dining room,  and either of the 2 bathrooms. The co-host Andrew is the main contact. He lives off-site but is fast to respond to AirBnb messages. It takes no more than a 2-minute walk to catch","f",20,"Allston",42.35322737,-71.13375452,"Apartment","Entire home/apt",4,2,4,4,200,100,"t",6,90,10,7,10,10,10
"2761",22525268,2.04444444444444,"Private bedroom with full size bed. Its could suitable for a couple. Private bedroom, full bed in a newly renovated home. The guest has access to the kitchen and bathroom I live in the place along with my partner. We are pretty easy going and easy to interact with but if you like to keep to yourself is not a problem The house is located in East Boston. Close walk (7 min) to the Wood Island station on the Blue Line. The center of downtown Boston is three stops away. The house is located in East Boston. Close walk (7 min) to the Wood Island station on the Blue Line. The center of town is three stops away.","f",1,"East Boston",42.3822485,-71.0163278,"Apartment","Private room",2,1,1,1,69,0,"t",103,97,10,10,10,10,10
"2762",22526170,2.78947368421053,"This is the most central location you could ask for in Boston. Affluent Back Bay is where you’ll find the famous Newbury Street; your shopping and dining destination.  A stones throw away from the Public Garden and Boston Common. Mansions dot the neighborhood’s tree-lined streets, many on Paris-inspired Commonwealth Avenue. Close to all public transportation - this cozy place is all you need while visiting Boston. I take pride in the cleanliness of my place so ask the same of my guests. This is a great studio apartment with one bedroom, a queen bed, two couches and a queen size blow up bed for use. You’ll be looking over the prestigious Commonwealth Ave from my front facing apartment. You’re welcome to cook and use all utilities. Includes all linens and towels, and high speed Wifi. Cute little eating area offered as well. Great location in the Back Bay area…minutes to great restaurants and bars with a 5 minute drive into downtown. This unit also has a two person elevator great for lugg","t",1,"Back Bay",42.35268001,-71.0731438,"Loft","Entire home/apt",4,1,0,2,103,25,"t",12,95,9,10,9,9,10
"2763",22526946,1.79166666666667,"At this Sonder, you'll love the fully-equipped kitchen, modern decor, and beautiful floor-to-ceiling windows, Located in Downtown Crossing, right by all the action in Boston's shopping district. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try out Grill 23 & Bar or The Courtyard Restaurant for some of Boston's best dining options. For shopping head to Faneuil Hall Marketplace on Market Street. To explore the rest of the city, take the T which is just around the corner. Downtown Crossing is a shopping district in downtown Boston. It features large departme","f",1535,"Downtown",42.35112218,-71.06497987,"Apartment","Entire home/apt",4,2,2,2,504,110,"t",12,85,9,9,9,8,9
"2764",22528941,2,"At this Sonder, you'll love the open-concept living space, sleek decor, and bright, fully-equipped kitchen. Located in Downtown Crossing, right by all the action in Boston's shopping district. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try out Grill 23 & Bar or The Courtyard Restaurant for some of Boston's best dining options. For shopping head to Faneuil Hall Marketplace on Market Street. To explore the rest of the city, take the T which is just around the corner. Downtown Crossing is a shopping district in downtown Boston. It features large department","f",1535,"Downtown",42.35111718,-71.06415122,"Apartment","Entire home/apt",4,1,2,2,514,110,"t",8,83,8,9,9,9,9
"2765",22532117,1.11111111111111,"At this Sonder, you'll love the floor-to-ceiling windows, modern design, and fully-equipped kitchen. Located in the Financial District, steps away from the waterfront. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try Wheelhouse Boston or Warehouse Bar & Grille for some of Boston's best dining. For shopping, head to Faneuil Hall Marketplace on Market Street. To explore the rest of the city, take the nearby T where you can catch the Blue or Orange line. While most cities' financial districts shut down at night, Boston's stays busy even after work hours, wit","f",1535,"Downtown",42.35820642,-71.05464387,"Apartment","Entire home/apt",2,1,1,1,316,78,"t",13,89,9,9,8,9,10
"2766",22532803,2.5,"At the Sonder, you'll love the sleek hardwood floors, colorful decor, and fully-equipped kitchen. Located in Fenway, you're minutes from Boston University and just half a mile from Fenway Park. Every booking is instantly confirmed. Every call or message is answered within minutes. Every home is equipped with crisp linens, high-speed Wi-Fi, and kitchen and bath essentials—everything you need for an exceptional stay. Our concierge is available by phone, email, or Messenger 24/7. Don’t hesitate to contact us if you need anything, from extra towels to restaurant recommendations. Otherwise, we’ll leave you to enjoy your stay. There's plenty to offer within walking distance. Try out Boloco or Island Creek Oyster Bar for some of Boston's best dining. For shopping, head to Prudential Center Boston on Boylston Street. To explore the rest of the city, grab the T just blocks away. The Fenway is known for baseball and beer, but there's so much more to discover: streets lined with 19th century brow","f",1535,"Fenway",42.34922389,-71.09445869,"Apartment","Entire home/apt",2,1,1,1,324,81,"t",6,100,10,10,10,10,10
